Id,File No.,Permit Code,Ranking No,New Permit No,APPLICANT NAME,POSTAL ADDRESS,Email,Tell 1,Tell 2,Region,DISTRICT,WARD,STREET/VILLAGE,Source,Source Name,Purpose Description (Water Use),Water Use Category,Approved (l/s),Requested Amount (l/s),Source Capacity (l/s),Amount  returned (l/s),Latitude (Decimal degree),Longitude (Decimal degree),Intake GPS Location Name,Application Date,Permit History,Permit Type,Permit Activity,Issue Date,Permit Duration (Days),Expire Date,Permit Validity Period,Permit Status,Review No,Permit Review 1 Issue Date,Permit Duration,Expire Date,Permit Validity Period,Permit Status,Permit Review 3 Issue Date,Permit Duration,Expire Date,Permit Validity Period,Permit Status,Pangani Mainstem,WUA,
3514,4456,1110,4456,11104456,TANZANIA NATIONAL PARKS (HIFADHI ZA TAIFA),,,,,Kilimanjaro,MOSHI,,,Spring,KATURA ,IRRIGATION,Irrigation,0.264,,,,,,0,3-Sep-74,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Rau,
313,11100868,1110,868,11100868,LITTLE SISTERS OF FRANCIS,P.O.BOX 321 SAME,stclaragirls@gmail.com,2.55784E+11,,Kilimanjaro,Same,,MKONGA IJINYU,Spring,Kaunda,Institution,Community Water Supply ,1,,,,,,MKONGA IJINYU,19-Jun-19,Water Right,Water Use Permit,Active,19-Jun-19,1826.25,18-Jun-24,-241.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Pangani Mainstem,pangani juu,
8,140008,1110,8,11100008,M/Kiti Kijiji cha Lengijave,2159 Arusha,,,,Arusha,ARUMERU,,Olkokola,Spring,Kavuri,"Domestic, Livestock",Domestic,,,,,,,Olkokola,14-Sep-92,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Nduruma,
483,11102789,1110,2789,11102789,LUSHOTO WATER SUPPLY AND SANITATION AUTHORITY ,"P.O.BOX 336, LUSHOTO",md@luwssa.go.tz,255 272 660 114,,Tanga,Lushoto,,Chakechake,Spring,KENGELO ,Urban Water Utilities Class A,Community Water Supply ,0.3,,,,,,Chakechake,4-Mar-22,,Water Use Permit,Active,26-Jul-22,1826.25,26-Jul-27,891.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Umba,Umba,
2771,2482,1110,2482,11102482,KILIMANJARO DISTRICT COUNCIL,"P.O.Box 3003, Moshi",,,,Kilimanjaro,MOSHI,Machame Mashariki,Narumu,Spring,KENGELO ,IRRIGATION,DOMESTIC,28.13,,,,96390,3055,Narumu,18-Nov-67,Water Right,Water Right,Inactive,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,,
3114,11102789,1110,2789,11102789,LUSHOTO WATER SUPPLY AND SANITATION AUTHORITY ,"P.O.BOX 336, LUSHOTO",md@luwssa.go.tz,255 272 660 114,,Tanga,Lushoto,,Chakechake,Spring,KENGELO ,Urban Water Utilities Class A,Community Water Supply ,0.3,,,,,,Chakechake,4-Mar-22,,Water Use Permit,Active,26-Jul-22,1826.25,26-Jul-27,891.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Umba,Umba,
576,140336,1110,336,11100336,M/KITI KAMATI YA MAJI MKONDO WA SONIKI,Box 352 Arusha,,,,Arusha,ARUMERU,Olturoto,Olturoto Ward,Spring,Keria,Domestic,Community Group,2.02,,,,96354,2463,Olturoto Ward,1-Mar-99,Water Right,Water Right,Inactive,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Nduruma,
893,140715,1110,715,11100715,MOSHI RURAL DISTRICT W/S,P.O.Box 324,,,,Kilimanjaro,Moshi,Marangu East,Marangu,Spring,Kero,Domestic,Institution,3,,,,96409,3350,Marangu,27-Feb-06,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Himo,
580,140340,1110,340,11100340,EXECUTIVE SOCIETY MARANGU COMMUNITY DEVELOPMENT ASSOCIATION,P.O.Box 429 Marangu,,,,Kilimanjaro,Moshi,Marangu East,Arisi,Spring,Kero 1,CBWSO,Community Water Supply ,5,,,,96396,3353,Arisi,26-Oct-99,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Himo,
2993,11102678,1110,2678,11102678,INVOCAVITH ELIBARIKI SWAI,145 HAI,,2.55628E+11,,Kilimanjaro,HAI,Masama Kusini,Sadala,Spring,Kiamboni,Small Scale Irrigation,Irrigation,,,,,,,Sadala,12-Oct-21,New,Application,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikafu,
1176,141132,1110,1132,11101132,D.D. RUHINDA & CO LTD,po box 1987 tanga,ddruhinda@sisaltz.com,000 272 642 011,,Tanga,KOROGWE,,mkumbara,Spring,KIBANDANI MKUMBARA,Large Scale Industry,Industry and Business,3.7,,,,,,mkumbara,15-Aug-11,New,Application,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Mkomazi,,
85,140094,1110,94,11100094,AGROPRO (T) LTD WATER SUPPLY,Box 425 Arusha,,787422429,,Arusha,Arumeru,Nkoaranga,Sangananu,Spring,Kibo,CBWSO,Community Water Supply ,7,,,,96302,2622,Sangananu,19-Jul-11,Water Right,Water Use Permit,Active,25-May-22,1826.25,25-May-27,829.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa ya juu,
504,140265,1110,265,11100265,M/S MARIA KYESI,P.O.Box 14033 or 27 Usa River,,,,Arusha,Arumeru,Nkoaranga,Kibola,Spring,Kibola,Individual,Community Water Supply ,0.46,,,,96312,2618,Kibola,26-Jul-11,Water Right,Water Use Permit,Active,1-May-13,1826.25,1-May-18,-2481.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Kikuletwa juu,
505,140266,1110,266,11100266,MARIA KYESI,P.O.Box 14033 or 27 Usa River,,,,Arusha,ARUMERU,Nkoaranga,Kibola,Spring,Kibola,Power Production,Power Production,120,,,,96312,2618,Kibola,26-Jul-11,Water Right,Water Use Permit,Active,1-May-13,1826.25,1-May-18,-2481.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Kikuletwa juu,
718,140515,1110,515,11100515,DR. THOMAS MARSCHALL,Box 726 Usa River,,,,Arusha,Arumeru,,Sangananu,Spring,Kibola,Individual,Domestic,0.02,,,,96311,2617,Sangananu,8-Feb-02,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Kikuletwa juu,
2055,11101886,1110,1886,11101886,USA RIVER  URBAN W/S AUTHORITY,PO BOX 675 USA RIVER,usawassa@gmail.com,2.5576E+11,,Arusha,Arumeru,,USA RIVER,Spring,KIBOLA,Urban Water Utilities Class A,Community Water Supply ,3.4,,,,,,USA RIVER,19-Jun-19,New,Water Use Permit,Active,19-Jun-19,1826.25,18-Jun-24,-241.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa juu,
468,11102771,1110,2771,11102771,ROMBO WATER SUPPLY AND SANITATION AUTHORITY ,P.O.BOX 244 MKUU ROMBO,md@rombowssa.go.tz,255 272 790 027,,Kilimanjaro,Rombo,,Kirongo Juu,Spring,Kibola ,Urban Water Utilities Class A,Community Water Supply ,5,,,,3.0216003,37.3222636,Kirongo Juu,8-Apr-22,,Water Use Permit,Active,25-May-22,1826.25,25-May-27,829.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,,
3096,11102771,1110,2771,11102771,ROMBO WATER SUPPLY AND SANITATION AUTHORITY ,P.O.BOX 244 MKUU ROMBO,md@rombowssa.go.tz,255 272 790 027,,Kilimanjaro,Rombo,,Kirongo Juu,Spring,Kibola ,Urban Water Utilities Class A,Community Water Supply ,5,,,,3.0216003,37.3222636,Kirongo Juu,8-Apr-22,,Water Use Permit,Active,25-May-22,1826.25,25-May-27,829.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,,
3278,3042,1110,3042,11103042,EXCUTIVE DIRECTOR KILIFLORA LTD,Box 988 Arusha,,,,Arusha,ARUSHA,Usa River,Usa River,Spring,KIBOLA ,IRRIGATION,Company,56.64,,,,96280,2624,Usa River,1-May-13,Water Right,Water Right,Inactive,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa juu,
2339,11102122,1110,2122,11102122,HOTEL TANZANITE ARUSHA,P.o. Box 1320 Arusha,,,,Arusha,Aremeru,,Magadilisho,Spring,Kibola Spring,Hotel,Domestic,0.1,,,,,,Magadilisho,12-May-18,New,Water Use Permit,Active,19-Jun-19,1826.25,18-Jun-24,-241.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa juu,
3167,11102835,1110,2835,11102835,WATUMIAJI WA MAJI CHEMCHEMI YA KIBOMEZI,P.O.BOX 10 HEDARU,,0719 171353,0676 659483,Kilimanjaro,Same,,Mpatwa,Spring,Kibomezi,CBWSO,Community Water Supply ,0.5,,,,,,Mpatwa,27-Oct-22,New,Water Use Permit,Active,26-Oct-22,1826.25,26-Oct-27,983.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Pangani Mainstem,pangani juu,
587,140347,1110,347,11100347,GABRIEL RYMOND,Box 8135 Moshi,,,,Kilimanjaro,Moshi,,Mweka,Spring,Kichao ,Domestic,Individual,1,,,,96328,3139,Mweka,6-Mar-00,Water Right,Water Right,Inactive,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Karanga,
1236,141182,1110,1182,11101182,KICHAO CHINI WATER SUPPLY PROJECT,po box 3033 moshi,evarist.urassa@gmail.com,2.55754E+11,,Kilimanjaro,Moshi,,mweka,Spring,kichao ,CBWSO,Community Water Supply ,0.5,,,,,,mweka,27-Jan-12,New,Water Use Permit,Active,15-Dec-16,1826.25,15-Dec-21,-1157.75,Expired,11101282,25-May-22,1826.25,25-May-27,829.25,Valid,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Karanga,
3603,595,1110,595,1110595,KIBOSHO MWEKA SUNGU,Box 3032 Moshi,,,,Kilimanjaro,MOSHI,Kibosho Mashariki,Mweka,Spring,KICHAU ,IRRIGATION,IRRIGATION,2,,,,96435,3160,Mweka,30-Jan-13,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,karanga,
1822,11101685,1110,1685,11101685,HOSSEIN HASSAN TARIMO,P.O.Box 31195 Dar es salaam,hamidatarimo@gmail.com,2.55629E+11,,Kilimanjaro,MOSHI,,Marangu Sembeti,Spring,KICHOLORON ,Individual,Domestic,100,,,,,,Marangu Sembeti,31-Jan-17,New,Water Use Permit,Active,4-Apr-18,1826.25,4-Apr-23,-682.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,,
1053,141016,1110,1016,11101016,M/KITI MFEREJI WA BARITA,,,,,Kilimanjaro,MOSHI,,,Spring,KIDAKAA ,Small Scale Irrigation,Irrigation,10,,,,,,,2-Mar-11,New,Application,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Rau,
2626,2362,1110,2362,11102362,STENSLAUS  L .P  MASSAWE,"Box324, Moshi",,,,Kilimanjaro,MOSHI,Kibosho Kati,Umbwe,Spring,KIDENGERE ,DOMESTIC,Domestic,0.03,,,,96437,3092,Umbwe,6-Apr-65,Water Right,Water Right,Inactive,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,weruweru,
968,140896,1110,896,11100896,C/MAN MWETENI W/COMMITTEE,P.O.Box 8 Same,,,,Kilimanjaro,SAME,,Mweteni,Spring,kidingidingi,CBWSO,Community Water Supply ,0.37,,,,,,Mweteni,2-Feb-09,Water Right,Water Use Permit,Active,2-Feb-09,1826.25,2-Feb-14,-4030.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Pangani Mainstem,pangani ya juu,
3510,4424,1110,4424,11104424,DISTRICT DEVELOPMENT DIRECTOR,Box. 3083 Arusha.,,,,Arusha,ARUSHA,Olturoto,Oligilai,Spring,KIDJENGA A&B ,DOMESTIC,DOMESTIC,0.7,,,,96313,2475,Oligilai,6-Dec-73,Water Right,Water Right,Inactive,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
1136,141098,1110,1098,11101098,C/MAN LEGANGA WATER USER GROUP,P.O. BOX 435 Usa river,e-urassa@yahoo.com,2.55767E+11,784326848,Arusha,ARUMERU,,Leganga,Spring,KIGERI,CBWSO,Community Water Supply ,1,,,,2596,96286,Leganga,28-Jul-11,New,Water Use Permit,Active,15-Nov-16,1826.25,15-Nov-21,-1187.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Kikuletwa Juu,
1246,141187,1110,1187,11101187,M/S AMSTERDAM GARDEN HOTEL,BOX 418 ARUSHA,,2.55785E+11,,Arusha,ARUMERU,,NDURUMANGA,Spring,KIGERI ,Hotel,Domestic,0.5,,,,,,NDURUMANGA,22-Dec-18,New,Water Use Permit,Active,19-Jun-19,1826.25,18-Jun-24,-241.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Kikuletwa Juu,
2054,11101885,1110,1885,11101885,USA RIVER  URBAN W/S AUTHORITY,PO BOX 675 USA RIVER,usawassa@gmail.com,2.55759E+11,,Arusha,Arumeru,,Kagadirisho,Spring,KIGERI ,Urban Water Utilities Class A,Community Water Supply ,7.2,,,,,,Kagadirisho,20-Mar-18,New,Water Use Permit,Active,19-Jun-19,1826.25,18-Jun-24,-241.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa juu,
2673,11102401,1110,2401,11102401,DIK DIK INVESTMENT LTD,"P.O. BOX 1499, ARUSHA",dikdik@habari.co.tz,2.55787E+11,,ARUSHA,ARUMERU,,NSHUPU,Spring,KIGERI KUBWA,Institution,Community Water Supply ,0.1,,,,,,NSHUPU,2-Dec-91,Water Right,Water Use Permit,Active,17-Dec-19,1826.25,16-Dec-24,-60.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa juu,
2561,11102310,1110,2310,11102310,SUN OF HOPE VILAAGE,PO BOX 584 USA RIVER,,2.55673E+11,,Arusha,ARUMERU,,NGARESERO USA RIVER,Spring,Kigeri spring,Institution,Community Water Supply ,0.5,,,,,,NGARESERO USA RIVER,22-Mar-19,New,Water Use Permit,Active,19-Jun-19,1826.25,18-Jun-24,-241.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa juu,
2118,1936,1110,1936,11101936,BENECTINE FATHERS SAKARANI,,,2.55717E+11,,Tanga,LUSHOTO,,SONI,Spring,KIGUHA ,Institution,Community Water Supply ,20,,,,,,SONI,4-Apr-18,New,Water Use Permit,Active,4-Apr-18,1826.25,4-Apr-23,-682.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Zigi,zigi juu,
2843,11102540,1110,2540,11102540,KIKUNDI CHA MAJI NYUMBANI - KIHEMBERE,"P.O. BOX 10, HEDARU",,784518783,,KILIMANJARO,SAME,KIHEMBERE,GUNDU-SINE,Spring,KIHEMBERE,CBWSO,Community Water Supply ,,,,,,,GUNDU-SINE,15-Jan-21,New,Application,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Pangani Mainstem,pangani juu,
731,140547,1110,547,11100547,SHIMBWE R.C. PARISH,P.O.BOX 3041 MOSHI,,,,Kilimanjaro,MOSHI,,Shimbwe,Spring,Kiima,Institution,Community Water Supply ,1,,,,96405,3192,Shimbwe,8-Sep-11,Water Right,Water Use Permit,Active,1-May-13,1826.25,1-May-18,-2481.75,Expired,11100547,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Rau,
1323,141251,1110,1251,11101251,M/KITI KIKUNDI CHA SAMAKI INDINI,po box 66 same,kananaw@yahoo.com,,,Kilimanjaro,SAME,,gonjanza,Spring,KIINDI CHA NGANO ,CBWSO,Community Water Supply ,1.5,,,,,,gonjanza,12-Dec-12,New,Application,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Mkomazi,,
936,140813,1110,813,11100813,KILIMANJARO NATURAL PRODUCTS LTD,PO BOX 1421 MOSHI,,,,Kilimanjaro,Moshi,,Kirua Vunjo,Spring,Kiiwewere,Large Scale Industry,Industry and Business,1,,,,,,Kirua Vunjo,19-Sep-07,Water Right,Water Use Permit,Active,1-Apr-08,1826.25,1-Apr-13,-4337.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Himo,
492,140875,1110,875,11100875,INSTITUTE OF JUDICIAL ADMINISTRATION LUSHOTO,BOX20 LUSHOTO,,027-2640133,,Tanga,Lushoto,,DOCHI,Spring,KIJITO CHA VULI JUU,Institution,Community Water Supply ,4.63,,,,,,DOCHI,10-Jun-08,Water Right,Application,Inactive,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Zigi,zigi,
100,140142,1110,142,11100142,M/KITI KIJIJI CHA SHIRI MGUNGANI,P.O.Box 987 Moshi,,,,Kilimanjaro,HAI,Machame South,Shirimgungani,Spring,Kiladeda,Small Scale Irrigation,Irrigation,30,,,,96290,3112,Shirimgungani,4-Apr-94,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,weruweru,
101,140143,1110,143,11100143,K.K.K.T KIYUNGI LUTHERAN PARISH,P.O. Box 8565 Moshi,,,,Kilimanjaro,MOSHI,Machame South,Shirimgungani,Spring,Kiladeda,Irrigation,Institution,100,,,,96270,3120,Shirimgungani,3-Sep-93,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,weruweru,
103,140147,1110,147,11100147,Mwenyekiti mfereji wa Kiladeda A,P. O. Box 957 Moshi,,,,Kilimanjaro,HAI,,Shirimgungani,Spring,Kiladeda,Small Scale Irrigation,Irrigation,30,,,,96307,3093,Shirimgungani,3-Jul-19,Water Right,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,weruweru,
669,140444,1110,444,11100444,M/KITI MFEREJI WA MALEKIA,P.O.BOX 3041 MOSHI,,,,Kilimanjaro,Moshi,Kindi,Kindi,Spring,Kiladeda,Irrigation,Village,20,,,,96334,3092,Kindi,28-Aug-01,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Karanga,
733,140549,1110,549,11100549,MR. WILFRED A  SHANGAI,P.O.BOX695 MOSHI,,,,Kilimanjaro,HAI,,Dungi,Spring,Kiladeda,Small Scale Irrigation,Irrigation,5,,,,96343,3088,Dungi,14-Feb-03,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Weruweru,
882,140701,1110,701,11100701,M/KITI MFEREJI WA NAFTAL,P.O.Box 329,,,,Kilimanjaro,Moshi,Kindi,Kindi ward,Spring,Kiladeda,Small Scale Irrigation,Irrigation,15,,,,96327,3094,Kindi ward,17-Sep-19,Water Right,Application,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Karanga,
2815,11102516,1110,2516,11102516,REMMY FIDELIS TEMBA,"P.O. BOX 24235, DSM",rtemba@yahoo.com,2.55713E+11,,Kilimanjaro,Moshi,Katanini,Kibosho Road,Spring,Kiladeda,Small Scale Irrigation,Irrigation,0.2,,,,,,Kibosho Road,16-Dec-20,New,Water Use Permit,Active,2-Jan-21,1826.25,2-Jan-26,321.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,,
1447,11101352,1110,1352,11101352,ROMBO DISTRICT EXCUTIVE DIRECTOR,P.O.Box 52 Mkuu Rombo,,272757101,,Kilimanjaro,Rombo,,Ushiri Village,Spring,KILEMANGUVE ,Urban Water Utilities Class B,Community Water Supply ,5,,,,,,Ushiri Village,27-Feb-14,New,Water Use Permit,Active,4-Apr-18,1826.25,4-Apr-23,-682.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Himo,
2999,2684,1110,2684,11102684,PARE DISTRICT COUNCIL (SAME),,,,,Kilimanjaro,SAME,,,SPRING,KILEO ,DOMESTIC,Domestic,2.112,,,,,,0,21-May-69,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Pangani Mainstem,pangani juu,
3230,11102894,1139,2894,11392894,Serval Wildlife Limited,P.O.BOX 2150  ARUSHA,info@servalwildlife.com,255 718 161 943,,Kilimanjaro,Hai,,Namwai,Spring,Kilimambogo,Hotel,Domestic,4,,,,-3.070965,37.114048,Namwai,8-Dec-22,,Water Use Permit,Active,26-Jan-23,1826.25,26-Jan-28,1075.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,sanya,
1903,11101752,1110,1752,11101752,M/KITI KISIMENI GROUP IGOMA,P.O.BOX 601 Gonja Maore,,713896553,,Kilimanjaro,SAME,,Maore,Spring,KILIMENI IGOMA ,CBWSO,Community Water Supply ,4,,,,,,Maore,30-May-17,New,Application,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Pangani Mainstem,pangani juu,
626,140401,1110,401,11100401,JOHN P KIRIA,P.O.Box 1165 Moshi,,,,Kilimanjaro,Moshi,Kibosho West,Manushi Chini,Spring,Kimachoka,Domestic,Individual,0.25,,,,96377,3075,Manushi Chini,16-Jun-00,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Karanga,
1107,141069,1110,1069,11101069,M/KITI MFEREJI WA KILIANI,P.O.BOX 1215 MOSHI,,755563708,,Kilimanjaro,MOSHI,,Manushi sinde,Spring,KIMACHOKA ,Small Scale Irrigation,Irrigation,10,,,,,,Manushi sinde,27-Jul-11,New,Application,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Karanga,
1109,141071,1110,1071,11101071,M/KITI MFEREJI WA MRECHA,P.O.BOX 1599 Moshi,,783720542,,Kilimanjaro,MOSHI,,Manushi Sinde,Spring,KIMACHOKA ,Small Scale Irrigation,Irrigation,,,,,,,Manushi Sinde,18-Feb-11,New,Application,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Karanga,
1124,141086,1110,1086,11101086,M/KITI MFEREJI WA JOSEPH SAWERA,P.O. BOX 1599 MOSHI,,2.55684E+11,,Kilimanjaro,MOSHI,,Manushi sinde,Spring,KIMACHOKA ,Small Scale Irrigation,Irrigation,10,,,,,,Manushi sinde,29-Jul-11,New,Water Use Permit,Active,1-Jan-14,1826.25,1-Jan-19,-2236.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Karanga,
